Tank Name,Statistic,Value,nation
t-44,View range (m),380,USSR
t-44,Radio range (m),761.39,USSR
t-44,Fire chance,12%,USSR
t-44,Tank cost,"2,390,000",USSR
obj-416,DPM,"2,503.20",USSR
obj-416,Damage,320,USSR
obj-416,Penetration (mm),201,USSR
obj-416,… at 500m (mm),181,USSR
obj-416,Reload time (sec),7.67,USSR
obj-416,Rate of fire (rnds/min),7.82,USSR
obj-416,Aim time (sec),2.21,USSR
obj-416,Dispersion,0.35,USSR
obj-416,… damaged,0.71,USSR
obj-416,Dispersion factors,,USSR
obj-416,… moving (+),0.12,USSR
obj-416,… tank traverse (+),0.12,USSR
obj-416,… turret traverse (+),0.12,USSR
obj-416,… after firing (+),3.50,USSR
obj-416,… damaged (×),2,USSR
obj-416,Damage vs. modules,135,USSR
obj-416,Caliber (mm),100,USSR
obj-416,Shell velocity (m/s),895,USSR
obj-416,Max range (m),720,USSR
obj-416,Ammo capacity,35,USSR
obj-416,Potential damage,"11,200",USSR
obj-416,Shell cost,"1,230",USSR
obj-416,Top speed (km/h),50,USSR
obj-416,Reverse speed (km/h),20,USSR
obj-416,Power (hp),422.91 400,USSR
obj-416,Power/weight (hp/t),17.62,USSR
obj-416,Tank traverse (°/sec),54.24,USSR
obj-416,Effective top speed,,USSR
obj-416,… hard (km/h),50,USSR
obj-416,… medium (km/h),50,USSR
obj-416,… soft (km/h),41.92,USSR
obj-416,Effective traverse,,USSR
obj-416,… hard (°/sec),52.23,USSR
obj-416,… medium (°/sec),45.70,USSR
obj-416,… soft (°/sec),22.85,USSR
obj-416,Terrain resistance,,USSR
obj-416,… hard (rad⁻¹),0.67,USSR
obj-416,… medium (rad⁻¹),0.77,USSR
obj-416,… soft (rad⁻¹),1.53,USSR
obj-416,Gun elevation (°),15,USSR
obj-416,Gun depression (°),3,USSR
obj-416,Gun traverse (°/sec),33.25,USSR
obj-416,Gun traverse range (°),-75 / 75,USSR
obj-416,Turret traverse (°/sec),41.72,USSR
obj-416,Hull armor (mm),75 / 45 / 45,USSR
obj-416,Turret armor (mm),110 / 75 / 45,USSR
obj-416,Track armor (mm),20,USSR
obj-416,Health,"1,200",USSR
obj-416,Engine health,260,USSR
obj-416,Track health,200,USSR
obj-416,… repaired,70,USSR
obj-416,… repair time (sec),10.03,USSR
obj-416,Ammo rack health,180,USSR
obj-416,Fuel tank health,175,USSR
obj-416,Max load (kg),"27,000",USSR
obj-416,Total weight (kg),"24,000",USSR
obj-416,Stationary camo (%),24.19 / 4.79,USSR
obj-416,Moving camo (%),14.55 / 2.88,USSR
obj-416,View range (m),380,USSR
obj-416,Radio range (m),760,USSR
obj-416,Fire chance,12%,USSR
obj-416,Tank cost,"2,500,000",USSR
lttb,DPM,"2,086",USSR
lttb,Damage,180,USSR
lttb,Penetration (mm),170,USSR
lttb,… at 500m (mm),162,USSR
lttb,Reload time (sec),5.18,USSR
lttb,Rate of fire (rnds/min),11.59,USSR
lttb,Aim time (sec),2.01,USSR
lttb,Dispersion,0.35,USSR
lttb,… damaged,0.69,USSR
lttb,Dispersion factors,,USSR
lttb,… moving (+),0.12,USSR
lttb,… tank traverse (+),0.12,USSR
lttb,… turret traverse (+),0.08,USSR
lttb,… after firing (+),4,USSR
lttb,… damaged (×),2,USSR
lttb,Damage vs. modules,115,USSR
lttb,Caliber (mm),85,USSR
lttb,Shell velocity (m/s),"1,050",USSR
lttb,Max range (m),720,USSR
lttb,Ammo capacity,42,USSR
lttb,Potential damage,"7,560",USSR
lttb,Shell cost,220,USSR
lttb,Top speed (km/h),68,USSR
lttb,Reverse speed (km/h),20,USSR
lttb,Power (hp),770,USSR
lttb,Power/weight (hp/t),33.95,USSR
lttb,Tank traverse (°/sec),50.06,USSR
lttb,Effective top speed,,USSR
lttb,… hard (km/h),68,USSR
lttb,… medium (km/h),68,USSR
lttb,… soft (km/h),68,USSR
lttb,Effective traverse,,USSR
lttb,… hard (°/sec),63.17,USSR
lttb,… medium (°/sec),56.86,USSR
lttb,… soft (°/sec),35.53,USSR
lttb,Terrain resistance,,USSR
lttb,… hard (rad⁻¹),0.90,USSR
lttb,… medium (rad⁻¹),1,USSR
lttb,… soft (rad⁻¹),1.60,USSR
lttb,Gun elevation (°),15,USSR
lttb,Gun depression (°),5,USSR
lttb,Gun traverse (°/sec),39.38,USSR
lttb,Gun traverse range (°),-180 / 180,USSR
lttb,Turret traverse (°/sec),50.06,USSR
lttb,Hull armor (mm),90 / 45 / 40,USSR
lttb,Turret armor (mm),90 / 75 / 52,USSR
lttb,Track armor (mm),15,USSR
lttb,Health,"1,050",USSR
lttb,Engine health,370,USSR
lttb,Track health,200,USSR
lttb,… repaired,70,USSR
lttb,… repair time (sec),10.03,USSR
lttb,Ammo rack health,180,USSR
lttb,Fuel tank health,175,USSR
lttb,Max load (kg),"24,000",USSR
lttb,Total weight (kg),"22,680",USSR
lttb,Stationary camo (%),15.39 / 3.66,USSR
lttb,Moving camo (%),15.39 / 3.66,USSR
lttb,View range (m),380,USSR
lttb,Radio range (m),761.39,USSR
lttb,Fire chance,12%,USSR
lttb,Tank cost,"2,410,000",USSR
212a,DPM,"1,444.15",USSR
212a,Damage,900,USSR
212a,Penetration (mm),52,USSR
212a,Reload time (sec),37.39,USSR
212a,Rate of fire (rnds/min),1.60,USSR
212a,Aim time (sec),4.99,USSR
212a,Dispersion,0.72,USSR
212a,… damaged,1.44,USSR
212a,Dispersion factors,,USSR
212a,… moving (+),0.24,USSR
212a,… tank traverse (+),0.24,USSR
212a,… turret traverse (+),0.42,USSR
212a,… after firing (+),6,USSR
212a,… damaged (×),2,USSR
212a,Damage vs. modules,135,USSR
212a,Explosion radius (m),10.40,USSR
212a,Stun duration (s),12.6 – 28,USSR
212a,Caliber (mm),203,USSR
212a,Shell velocity (m/s),425,USSR
212a,Shell gravity (m/s²),143,USSR
212a,Ballistic range (m),"1,263.11",USSR
212a,Ammo capacity,40,USSR
212a,Potential damage,"36,000",USSR
212a,Shell cost,"1,910",USSR
212a,Top speed (km/h),35,USSR
212a,Reverse speed (km/h),10,USSR
212a,Power (hp),898.69 850,USSR
212a,Power/weight (hp/t),16.49,USSR
212a,Tank traverse (°/sec),18.77,USSR
212a,Effective top speed,,USSR
212a,… hard (km/h),35,USSR
212a,… medium (km/h),35,USSR
212a,… soft (km/h),25.11,USSR
212a,Effective traverse,,USSR
212a,… hard (°/sec),21.80,USSR
212a,… medium (°/sec),18.90,USSR
212a,… soft (°/sec),11.34,USSR
212a,Terrain resistance,,USSR
212a,… hard (rad⁻¹),1.25,USSR
212a,… medium (rad⁻¹),1.44,USSR
212a,… soft (rad⁻¹),2.40,USSR
212a,Gun elevation (°),45,USSR
212a,Gun depression (°),1.2,USSR
212a,Gun traverse (°/sec),17.5,USSR
212a,Gun traverse range (°),-4 / 4,USSR
212a,Turret traverse (°/sec),12.52,USSR
212a,Hull armor (mm),60 / 60 / 60,USSR
212a,Turret armor (mm),0 / 0 / 0,USSR
212a,Track armor (mm),20,USSR
212a,Health,460,USSR
212a,Engine health,370,USSR
212a,Track health,160,USSR
212a,… repaired,60,USSR
212a,… repair time (sec),12.96,USSR
212a,Ammo rack health,120,USSR
212a,Fuel tank health,150,USSR
212a,Max load (kg),"57,500",USSR
212a,Total weight (kg),"54,490",USSR
212a,Stationary camo (%),3.48 / 0.30,USSR
212a,Moving camo (%),1.71 / 0.15,USSR
212a,View range (m),270,USSR
212a,Radio range (m),651.88,USSR
212a,Fire chance,12%,USSR
212a,Tank cost,"3,700,000",USSR
obj-263,DPM,"2,249.61",USSR
obj-263,Damage,550,USSR
obj-263,Penetration (mm),270,USSR
obj-263,… at 500m (mm),260,USSR
obj-263,Reload time (sec),14.67,USSR
obj-263,Rate of fire (rnds/min),4.09,USSR
obj-263,Aim time (sec),2.01,USSR
obj-263,Dispersion,0.41,USSR
obj-263,… damaged,0.82,USSR
obj-263,Dispersion factors,,USSR
obj-263,… moving (+),0.12,USSR
obj-263,… tank traverse (+),0.12,USSR
obj-263,… turret traverse (+),0.10,USSR
obj-263,… after firing (+),3.50,USSR
obj-263,… damaged (×),2,USSR
obj-263,Damage vs. modules,180,USSR
obj-263,Caliber (mm),130,USSR
obj-263,Shell velocity (m/s),920,USSR
obj-263,Max range (m),720,USSR
obj-263,Ammo capacity,42,USSR
obj-263,Potential damage,"23,100",USSR
obj-263,Shell cost,"1,118",USSR
obj-263,Top speed (km/h),55,USSR
obj-263,Reverse speed (km/h),20,USSR
obj-263,Power (hp),"1,100",USSR
obj-263,Power/weight (hp/t),18.33,USSR
obj-263,Tank traverse (°/sec),26.07,USSR
obj-263,Effective top speed,,USSR
obj-263,… hard (km/h),55,USSR
obj-263,… medium (km/h),49.84,USSR
obj-263,… soft (km/h),30.34,USSR
obj-263,Effective traverse,,USSR
obj-263,… hard (°/sec),32.32,USSR
obj-263,… medium (°/sec),27.70,USSR
obj-263,… soft (°/sec),16.86,USSR
obj-263,Terrain resistance,,USSR
obj-263,… hard (rad⁻¹),1.15,USSR
obj-263,… medium (rad⁻¹),1.34,USSR
obj-263,… soft (rad⁻¹),2.21,USSR
obj-263,Gun elevation (°),18,USSR
obj-263,Gun depression (°),4,USSR
obj-263,Gun traverse (°/sec),26.25,USSR
obj-263,Gun traverse range (°),-12 / 12,USSR
obj-263,Turret traverse (°/sec),29.20,USSR
obj-263,Hull armor (mm),250 / 80 / 50,USSR
obj-263,Turret armor (mm),0 / 0 / 0,USSR
obj-263,Track armor (mm),20,USSR
obj-263,Health,"1,800",USSR
obj-263,Engine health,360,USSR
obj-263,Track health,240,USSR
obj-263,… repaired,80,USSR
obj-263,… repair time (sec),8.02,USSR
obj-263,Ammo rack health,200,USSR
obj-263,Fuel tank health,200,USSR
obj-263,Max load (kg),"65,000",USSR
obj-263,Total weight (kg),"60,000",USSR
obj-263,Stationary camo (%),14.14 / 2.16,USSR
obj-263,Moving camo (%),8.49 / 1.30,USSR
obj-263,View range (m),360,USSR
obj-263,Radio range (m),760,USSR
obj-263,Fire chance,12%,USSR
obj-263,Tank cost,"3,510,000",USSR
obj-704,DPM,"2,744.74",USSR
obj-704,Damage,750,USSR
obj-704,Penetration (mm),286,USSR
obj-704,… at 500m (mm),276,USSR
obj-704,Reload time (sec),16.40,USSR
obj-704,Rate of fire (rnds/min),3.66,USSR
obj-704,Aim time (sec),2.78,USSR
obj-704,Dispersion,0.37,USSR
obj-704,… damaged,0.75,USSR
obj-704,Dispersion factors,,USSR
obj-704,… moving (+),0.19,USSR
obj-704,… tank traverse (+),0.19,USSR
obj-704,… turret traverse (+),0.08,USSR
obj-704,… after firing (+),4,USSR
obj-704,… damaged (×),2,USSR
obj-704,Damage vs. modules,203,USSR
obj-704,Caliber (mm),152,USSR
obj-704,Shell velocity (m/s),880,USSR
obj-704,Max range (m),720,USSR
obj-704,Ammo capacity,30,USSR
obj-704,Potential damage,"22,500",USSR
obj-704,Shell cost,"1,650",USSR
obj-704,Top speed (km/h),37,USSR
obj-704,Reverse speed (km/h),13,USSR
obj-704,Power (hp),740.10 700,USSR
obj-704,Power/weight (hp/t),15.20,USSR
obj-704,Tank traverse (°/sec),22.95,USSR
obj-704,Effective top speed,,USSR
obj-704,… hard (km/h),37,USSR
obj-704,… medium (km/h),37,USSR
obj-704,… soft (km/h),25.16,USSR
obj-704,Effective traverse,,USSR
obj-704,… hard (°/sec),21.58,USSR
obj-704,… medium (°/sec),16.96,USSR
obj-704,… soft (°/sec),10.32,USSR
obj-704,Terrain resistance,,USSR
obj-704,… hard (rad⁻¹),1.05,USSR
obj-704,… medium (rad⁻¹),1.34,USSR
obj-704,… soft (rad⁻¹),2.21,USSR
obj-704,Gun elevation (°),18,USSR
obj-704,Gun depression (°),6,USSR
obj-704,Gun traverse (°/sec),23.63,USSR
obj-704,Gun traverse range (°),-11 / 11,USSR
obj-704,Turret traverse (°/sec),27.12,USSR
obj-704,Hull armor (mm),120 / 90 / 60,USSR
obj-704,Turret armor (mm),0 / 0 / 0,USSR
obj-704,Track armor (mm),20,USSR
obj-704,Health,"1,600",USSR
obj-704,Engine health,370,USSR
obj-704,Track health,230,USSR
obj-704,… repaired,70,USSR
obj-704,… repair time (sec),12.03,USSR
obj-704,Ammo rack health,210,USSR
obj-704,Fuel tank health,175,USSR
obj-704,Max load (kg),"50,900",USSR
obj-704,Total weight (kg),"48,675",USSR
obj-704,Stationary camo (%),17.61 / 2.38,USSR
obj-704,Moving camo (%),10.54 / 1.42,USSR
obj-704,View range (m),360,USSR
obj-704,Radio range (m),730,USSR
obj-704,Fire chance,12%,USSR
obj-704,Tank cost,"3,660,000",USSR
t-10,DPM,"2,238.63",USSR
t-10,Damage,440,USSR
t-10,Penetration (mm),258,USSR
t-10,… at 500m (mm),250,USSR
t-10,Reload time (sec),11.79,USSR
t-10,Rate of fire (rnds/min),5.09,USSR
t-10,Aim time (sec),2.68,USSR
t-10,Dispersion,0.36,USSR
t-10,… damaged,0.73,USSR
t-10,Dispersion factors,,USSR
t-10,… moving (+),0.18,USSR
t-10,… tank traverse (+),0.18,USSR
t-10,… turret traverse (+),0.08,USSR
t-10,… after firing (+),3.50,USSR
t-10,… damaged (×),2,USSR
t-10,Damage vs. modules,165,USSR
t-10,Caliber (mm),122,USSR
t-10,Shell velocity (m/s),940,USSR
t-10,Max range (m),720,USSR
t-10,Ammo capacity,30,USSR
t-10,Potential damage,"13,200",USSR
t-10,Shell cost,"1,065",USSR
t-10,Top speed (km/h),50,USSR
t-10,Reverse speed (km/h),15,USSR
t-10,Power (hp),792.96 750,USSR
t-10,Power/weight (hp/t),15.59,USSR
t-10,Tank traverse (°/sec),33.38,USSR
t-10,Effective top speed,,USSR
t-10,… hard (km/h),50,USSR
t-10,… medium (km/h),50,USSR
t-10,… soft (km/h),31.24,USSR
t-10,Effective traverse,,USSR
t-10,… hard (°/sec),35.21,USSR
t-10,… medium (°/sec),32.01,USSR
t-10,… soft (°/sec),18.53,USSR
t-10,Terrain resistance,,USSR
t-10,… hard (rad⁻¹),0.96,USSR
t-10,… medium (rad⁻¹),1.05,USSR
t-10,… soft (rad⁻¹),1.82,USSR
t-10,Gun elevation (°),15,USSR
t-10,Gun depression (°),5,USSR
t-10,Gun traverse (°/sec),26.25,USSR
t-10,Gun traverse range (°),-180 / 180,USSR
t-10,Turret traverse (°/sec),27.12,USSR
t-10,Hull armor (mm),120 / 120 / 60,USSR
t-10,Turret armor (mm),250 / 201 / 90,USSR
t-10,Track armor (mm),20,USSR
t-10,Health,"1,800",USSR
t-10,Engine health,370,USSR
t-10,Track health,240,USSR
t-10,… repaired,80,USSR
t-10,… repair time (sec),12.03,USSR
t-10,Ammo rack health,210,USSR
t-10,Fuel tank health,200,USSR
t-10,Max load (kg),"58,900",USSR
t-10,Total weight (kg),"50,851",USSR
t-10,Stationary camo (%),6.07 / 1.09,USSR
t-10,Moving camo (%),3.04 / 0.55,USSR
t-10,View range (m),400,USSR
t-10,Radio range (m),730,USSR
t-10,Fire chance,15%,USSR
t-10,Tank cost,"3,531,000",USSR
obj-257,DPM,"2,118.09",USSR
obj-257,Damage,440,USSR
obj-257,Penetration (mm),248,USSR
obj-257,… at 500m (mm),222,USSR
obj-257,Reload time (sec),12.46,USSR
obj-257,Rate of fire (rnds/min),4.81,USSR
obj-257,Aim time (sec),2.78,USSR
obj-257,Dispersion,0.38,USSR
obj-257,… damaged,0.77,USSR
obj-257,Dispersion factors,,USSR
obj-257,… moving (+),0.18,USSR
obj-257,… tank traverse (+),0.18,USSR
obj-257,… turret traverse (+),0.10,USSR
obj-257,… after firing (+),3.50,USSR
obj-257,… damaged (×),2,USSR
obj-257,Damage vs. modules,165,USSR
obj-257,Caliber (mm),122,USSR
obj-257,Shell velocity (m/s),"1,259",USSR
obj-257,Max range (m),720,USSR
obj-257,Ammo capacity,40,USSR
obj-257,Potential damage,"17,600",USSR
obj-257,Shell cost,"1,180",USSR
obj-257,Top speed (km/h),50,USSR
obj-257,Reverse speed (km/h),15,USSR
obj-257,Power (hp),850,USSR
obj-257,Power/weight (hp/t),15.45,USSR
obj-257,Tank traverse (°/sec),41.72,USSR
obj-257,Effective top speed,,USSR
obj-257,… hard (km/h),45.25,USSR
obj-257,… medium (km/h),34.60,USSR
obj-257,… soft (km/h),23.53,USSR
obj-257,Effective traverse,,USSR
obj-257,… hard (°/sec),47.27,USSR
obj-257,… medium (°/sec),36.15,USSR
obj-257,… soft (°/sec),24.58,USSR
obj-257,Terrain resistance,,USSR
obj-257,… hard (rad⁻¹),1.25,USSR
obj-257,… medium (rad⁻¹),1.63,USSR
obj-257,… soft (rad⁻¹),2.40,USSR
obj-257,Gun elevation (°),15,USSR
obj-257,Gun depression (°),5,USSR
obj-257,Gun traverse (°/sec),26.25,USSR
obj-257,Gun traverse range (°),-180 / 180,USSR
obj-257,Turret traverse (°/sec),27.12,USSR
obj-257,Hull armor (mm),130 / 130 / 70,USSR
obj-257,Turret armor (mm),350 / 240 / 100,USSR
obj-257,Track armor (mm),20,USSR
obj-257,Health,"1,900",USSR
obj-257,Engine health,360,USSR
obj-257,Track health,240,USSR
obj-257,… repaired,80,USSR
obj-257,… repair time (sec),12.03,USSR
obj-257,Ammo rack health,210,USSR
obj-257,Fuel tank health,200,USSR
obj-257,Max load (kg),"60,000",USSR
obj-257,Total weight (kg),"55,000",USSR
obj-257,Stationary camo (%),6.61 / 1.19,USSR
obj-257,Moving camo (%),3.27 / 0.59,USSR
obj-257,View range (m),390,USSR
obj-257,Radio range (m),730,USSR
obj-257,Fire chance,12%,USSR
obj-257,Tank cost,"3,560,000",USSR
obj-705,DPM,"2,086",USSR
obj-705,Damage,490,USSR
obj-705,Penetration (mm),250,USSR
obj-705,… at 500m (mm),240,USSR
obj-705,Reload time (sec),14.09,USSR
obj-705,Rate of fire (rnds/min),4.26,USSR
obj-705,Aim time (sec),2.88,USSR
obj-705,Dispersion,0.42,USSR
obj-705,… damaged,0.84,USSR
obj-705,Dispersion factors,,USSR
obj-705,… moving (+),0.18,USSR
obj-705,… tank traverse (+),0.18,USSR
obj-705,… turret traverse (+),0.10,USSR
obj-705,… after firing (+),4,USSR
obj-705,… damaged (×),2,USSR
obj-705,Damage vs. modules,180,USSR
obj-705,Caliber (mm),130,USSR
obj-705,Shell velocity (m/s),900,USSR
obj-705,Max range (m),720,USSR
obj-705,Ammo capacity,30,USSR
obj-705,Potential damage,"14,700",USSR
obj-705,Shell cost,"1,118",USSR
obj-705,Top speed (km/h),40,USSR
obj-705,Reverse speed (km/h),15,USSR
obj-705,Power (hp),900,USSR
obj-705,Power/weight (hp/t),13.85,USSR
obj-705,Tank traverse (°/sec),25.03,USSR
obj-705,Effective top speed,,USSR
obj-705,… hard (km/h),40,USSR
obj-705,… medium (km/h),29.28,USSR
obj-705,… soft (km/h),17,USSR
obj-705,Effective traverse,,USSR
obj-705,… hard (°/sec),27.21,USSR
obj-705,… medium (°/sec),19.65,USSR
obj-705,… soft (°/sec),11.41,USSR
obj-705,Terrain resistance,,USSR
obj-705,… hard (rad⁻¹),1.25,USSR
obj-705,… medium (rad⁻¹),1.73,USSR
obj-705,… soft (rad⁻¹),2.97,USSR
obj-705,Gun elevation (°),20,USSR
obj-705,Gun depression (°),5,USSR
obj-705,Gun traverse (°/sec),26.25,USSR
obj-705,Gun traverse range (°),-180 / 180,USSR
obj-705,Turret traverse (°/sec),27.12,USSR
obj-705,Hull armor (mm),155 / 90 / 60,USSR
obj-705,Turret armor (mm),300 / 150 / 100,USSR
obj-705,Track armor (mm),20,USSR
obj-705,Health,"2,000",USSR
obj-705,Engine health,360,USSR
obj-705,Track health,240,USSR
obj-705,… repaired,80,USSR
obj-705,… repair time (sec),12.03,USSR
obj-705,Ammo rack health,210,USSR
obj-705,Fuel tank health,200,USSR
obj-705,Max load (kg),"70,000",USSR
obj-705,Total weight (kg),"65,000",USSR
obj-705,Stationary camo (%),6.30 / 0.96,USSR
obj-705,Moving camo (%),3.12 / 0.48,USSR
obj-705,View range (m),380,USSR
obj-705,Radio range (m),625,USSR
obj-705,Fire chance,15%,USSR
obj-705,Tank cost,"3,570,000",USSR
st-i,DPM,"2,168.13",USSR
st-i,Damage,440,USSR
st-i,Penetration (mm),258,USSR
st-i,… at 500m (mm),250,USSR
st-i,Reload time (sec),12.18,USSR
st-i,Rate of fire (rnds/min),4.93,USSR
st-i,Aim time (sec),3.26,USSR
st-i,Dispersion,0.38,USSR
st-i,… damaged,0.77,USSR
st-i,Dispersion factors,,USSR
st-i,… moving (+),0.22,USSR
st-i,… tank traverse (+),0.22,USSR
st-i,… turret traverse (+),0.20,USSR
st-i,… after firing (+),3.50,USSR
st-i,… damaged (×),2,USSR
st-i,Damage vs. modules,165,USSR
st-i,Caliber (mm),122,USSR
st-i,Shell velocity (m/s),940,USSR
st-i,Max range (m),720,USSR
st-i,Ammo capacity,40,USSR
st-i,Potential damage,"17,600",USSR
st-i,Shell cost,"1,065",USSR
st-i,Top speed (km/h),40,USSR
st-i,Reverse speed (km/h),13,USSR
st-i,Power (hp),740.10 700,USSR
st-i,Power/weight (hp/t),12.13,USSR
st-i,Tank traverse (°/sec),27.12,USSR
st-i,Effective top speed,,USSR
st-i,… hard (km/h),38.48,USSR
st-i,… medium (km/h),28.86,USSR
st-i,… soft (km/h),15.39,USSR
st-i,Effective traverse,,USSR
st-i,… hard (°/sec),27.64,USSR
st-i,… medium (°/sec),20.73,USSR
st-i,… soft (°/sec),11.06,USSR
st-i,Terrain resistance,,USSR
st-i,… hard (rad⁻¹),1.15,USSR
st-i,… medium (rad⁻¹),1.53,USSR
st-i,… soft (rad⁻¹),2.88,USSR
st-i,Gun elevation (°),16,USSR
st-i,Gun depression (°),8,USSR
st-i,Gun traverse (°/sec),26.25,USSR
st-i,Gun traverse range (°),-180 / 180,USSR
st-i,Turret traverse (°/sec),18.77,USSR
st-i,Hull armor (mm),150 / 140 / 100,USSR
st-i,Turret armor (mm),250 / 160 / 160,USSR
st-i,Track armor (mm),20,USSR
st-i,Health,"1,900",USSR
st-i,Engine health,370,USSR
st-i,Track health,240,USSR
st-i,… repaired,80,USSR
st-i,… repair time (sec),12.03,USSR
st-i,Ammo rack health,210,USSR
st-i,Fuel tank health,200,USSR
st-i,Max load (kg),"63,500",USSR
st-i,Total weight (kg),"61,001",USSR
st-i,Stationary camo (%),6.10 / 1.10,USSR
st-i,Moving camo (%),3.08 / 0.55,USSR
st-i,View range (m),380,USSR
st-i,Radio range (m),730,USSR
st-i,Fire chance,15%,USSR
st-i,Tank cost,"3,561,000",USSR
is-3-ii,DPM,"2,324.40",USSR
is-3-ii,Damage,390,USSR
is-3-ii,Penetration (mm),243,USSR
is-3-ii,… at 500m (mm),218,USSR
is-3-ii,Reload time (sec),10.07 / 10.07,USSR
is-3-ii,… alt. gun (sec),5,USSR
is-3-ii,… charge/lock (sec),2.5 / 4,USSR
is-3-ii,Rate of fire (rnds/min),5.96,USSR
is-3-ii,Aim time (sec),2.88,USSR
is-3-ii,Dispersion,0.38,USSR
is-3-ii,… damaged,0.77,USSR
is-3-ii,Dispersion factors,,USSR
is-3-ii,… moving (+),0.16,USSR
is-3-ii,… tank traverse (+),0.16,USSR
is-3-ii,… turret traverse (+),0.08,USSR
is-3-ii,… after firing (+),3,USSR
is-3-ii,… damaged (×),2,USSR
is-3-ii,Damage vs. modules,165,USSR
is-3-ii,Caliber (mm),122,USSR
is-3-ii,Shell velocity (m/s),"1,007",USSR
is-3-ii,Max range (m),720,USSR
is-3-ii,Ammo capacity,74,USSR
is-3-ii,Potential damage,"28,860",USSR
is-3-ii,Shell cost,"1,070",USSR
is-3-ii,Top speed (km/h),38,USSR
is-3-ii,Reverse speed (km/h),15,USSR
is-3-ii,Power (hp),780,USSR
is-3-ii,Power/weight (hp/t),14.06,USSR
is-3-ii,Tank traverse (°/sec),29.20,USSR
is-3-ii,Effective top speed,,USSR
is-3-ii,… hard (km/h),38,USSR
is-3-ii,… medium (km/h),38,USSR
is-3-ii,… soft (km/h),28.17,USSR
is-3-ii,Effective traverse,,USSR
is-3-ii,… hard (°/sec),28.61,USSR
is-3-ii,… medium (°/sec),26.01,USSR
is-3-ii,… soft (°/sec),15.06,USSR
is-3-ii,Terrain resistance,,USSR
is-3-ii,… hard (rad⁻¹),0.96,USSR
is-3-ii,… medium (rad⁻¹),1.05,USSR
is-3-ii,… soft (rad⁻¹),1.82,USSR
is-3-ii,Gun elevation (°),20,USSR
is-3-ii,Gun depression (°),8,USSR
is-3-ii,Gun traverse (°/sec),26.25,USSR
is-3-ii,Gun traverse range (°),-180 / 180,USSR
is-3-ii,Turret traverse (°/sec),22.95,USSR
is-3-ii,Hull armor (mm),145 / 90 / 60,USSR
is-3-ii,Turret armor (mm),280 / 150 / 130,USSR
is-3-ii,Track armor (mm),20,USSR
is-3-ii,Health,"1,800",USSR
is-3-ii,Engine health,370,USSR
is-3-ii,Track health,240,USSR
is-3-ii,… repaired,80,USSR
is-3-ii,… repair time (sec),12.03,USSR
is-3-ii,Ammo rack health,200,USSR
is-3-ii,Fuel tank health,200,USSR
is-3-ii,Max load (kg),"58,000",USSR
is-3-ii,Total weight (kg),"55,464",USSR
is-3-ii,Stationary camo (%),6.45 / 1.16,USSR
is-3-ii,Moving camo (%),3.25 / 0.59,USSR
is-3-ii,View range (m),380,USSR
is-3-ii,Radio range (m),625,USSR
is-3-ii,Fire chance,15%,USSR
is-3-ii,Tank cost,"3,570,000",USSR
obj-430,DPM,"2,516.10",USSR
obj-430,Damage,390,USSR
obj-430,Penetration (mm),238,USSR
obj-430,… at 500m (mm),222,USSR
obj-430,Reload time (sec),9.30,USSR
obj-430,Rate of fire (rnds/min),6.45,USSR
obj-430,Aim time (sec),2.40,USSR
obj-430,Dispersion,0.40,USSR
obj-430,… damaged,0.81,USSR
obj-430,Dispersion factors,,USSR
obj-430,… moving (+),0.16,USSR
obj-430,… tank traverse (+),0.16,USSR
obj-430,… turret traverse (+),0.12,USSR
obj-430,… after firing (+),4,USSR
obj-430,… damaged (×),2,USSR
obj-430,Damage vs. modules,165,USSR
obj-430,Caliber (mm),122,USSR
obj-430,Shell velocity (m/s),880,USSR
obj-430,Max range (m),720,USSR
obj-430,Ammo capacity,40,USSR
obj-430,Potential damage,"15,600",USSR
obj-430,Shell cost,840,USSR
obj-430,Top speed (km/h),50,USSR
obj-430,Reverse speed (km/h),18,USSR
obj-430,Power (hp),520,USSR
obj-430,Power/weight (hp/t),14.82,USSR
obj-430,Tank traverse (°/sec),54.24,USSR
obj-430,Effective top speed,,USSR
obj-430,… hard (km/h),50,USSR
obj-430,… medium (km/h),50,USSR
obj-430,… soft (km/h),35.25,USSR
obj-430,Effective traverse,,USSR
obj-430,… hard (°/sec),55.85,USSR
obj-430,… medium (°/sec),47.87,USSR
obj-430,… soft (°/sec),20.94,USSR
obj-430,Terrain resistance,,USSR
obj-430,… hard (rad⁻¹),0.58,USSR
obj-430,… medium (rad⁻¹),0.67,USSR
obj-430,… soft (rad⁻¹),1.53,USSR
obj-430,Gun elevation (°),16.2,USSR
obj-430,Gun depression (°),5,USSR
obj-430,Gun traverse (°/sec),25,USSR
obj-430,Gun traverse range (°),-180 / 180,USSR
obj-430,Turret traverse (°/sec),39.63,USSR
obj-430,Hull armor (mm),120 / 80 / 40,USSR
obj-430,Turret armor (mm),248 / 185 / 63,USSR
obj-430,Track armor (mm),20,USSR
obj-430,Health,"1,800",USSR
obj-430,Engine health,360,USSR
obj-430,Track health,240,USSR
obj-430,… repaired,80,USSR
obj-430,… repair time (sec),8.02,USSR
obj-430,Ammo rack health,252,USSR
obj-430,Fuel tank health,200,USSR
obj-430,Max load (kg),"39,000",USSR
obj-430,Total weight (kg),"35,090",USSR
